protein	reaction	direction
Q31KT1	16945	nan
Q5N136	16945	nan
A5GPL8	16945	nan
A5GWT1	16945	nan
Q0I682	16945	nan
Q3AVT0	16945	nan
P54261	16945	nan
B0KD95	16945	nan
B0K242	16945	nan
Q72LB1	16945	nan
Q5SKX0	16945	nan
Q8DKV6	16945	nan
Q59111	23208	nan
Q59112	23208	nan
A0A8F4N283	12969	nan
Q8RB32	12969	nan
Q8RB32	16061	nan
P37484	54420	nan
A4ITV2	54420	nan
O53423	12957	nan
O53423	47348	nan
O53423	48028	nan
O53423	40475	nan
O33363	59388	nan
O33363	47360	nan
O33363	47356	nan
O33363	47364	nan
O33363	47388	nan
B2J4A4	31819	nan
Q331R1	36971	nan
Q331Q7	36679	nan
Q331Q7	39883	nan
E8W6C7	12192	nan
O53507	22408	22409
O53507	19361	19362
D7BAR0	55268	nan
K5BDL0	32059	nan
O50410	17653	17654
O65979	12881	nan
P74258	12881	nan
D6XZ22	43060	nan
P63186	23904	nan
P63186	28807	nan
P63186	59468	nan
P54422	23904	nan
P54422	28807	nan
P54422	59468	nan
P74181	23904	nan
P74181	28807	nan
P74181	59468	nan
A9WNA0	54540	nan
A9WNA0	30983	nan
Q2MGH6	54540	nan
Q2MGH6	30983	nan
Q8DR60	54540	nan
Q8DR60	30983	nan
Q70KD4	34151	nan
Q6L733	34151	nan
Q2MF12	34151	nan
P94535	21264	nan
P94535	15089	nan
P94534	21264	nan
P94534	15089	nan
I7FJX8	10948	nan
A0A1H7TQR5	10948	nan
P32816	13769	nan
P32816	28667	nan
Q6QVU4	34147	nan
Q6QVU4	34151	nan
Q8G8Y2	34147	nan
Q8G8Y2	34151	nan
Q2MFP2	34147	nan
Q2MFP2	34151	nan
Q53U20	34147	nan
Q53U20	34151	nan
Q6L739	34147	nan
Q6L739	34151	nan
Q2MF71	34147	nan
Q2MF71	34151	nan
Q4R0W2	34147	nan
Q4R0W2	34151	nan
Q2MF17	34147	nan
Q2MF17	34151	nan
A0R5Z2	34379	nan
P9WMX2	34379	nan
P9WMX3	34379	nan
A0R628	34391	nan
O53585	34391	nan
Q99XR4	23240	nan
Q99XR4	15097	nan
Q99XR4	10488	nan
Q49398	24132	nan
P75499	24132	nan
P9WIQ0	24132	nan
P9WIQ1	24132	nan
Q8YVU5	18189	nan
Q2JSZ9	18189	nan
Q2JNM6	18189	nan
P74521	18189	nan
Q3M9U1	18189	nan
Q8Z0Q9	18189	nan
Q2JRJ4	18189	nan
Q2JKU0	18189	nan
P72623	18189	nan
Q3M3R4	18189	nan
A9NFK6	18189	nan
A6TSC8	18189	nan
B7GK04	18189	nan
Q81K85	18189	nan
Q72YJ6	18189	nan
B7HBC4	18189	nan
A7GU98	18189	nan
B9J2G5	18189	nan
Q816G8	18189	nan
Q632H4	18189	nan
Q6HC18	18189	nan
Q65FS7	18189	nan
P39125	18189	nan
B9MPC0	18189	nan
A4XHL5	18189	nan
Q97GX6	18189	nan
A6M334	18189	nan
B2V049	18189	nan
B2TR28	18189	nan
Q18A79	18189	nan
B9DWP3	18189	nan
A5N2Z2	18189	nan
A0PY73	18189	nan
Q8XPA1	18189	nan
C1CWY8	18189	nan
Q1IWV2	18189	nan
Q9RWS1	18189	nan
B1I4F5	18189	nan
B8G1G3	18189	nan
A4J4I4	18189	nan
B1YK70	18189	nan
C4L3L1	18189	nan
B0S264	18189	nan
O08328	18189	nan
A4IS20	18189	nan
Q7NM37	18189	nan
Q9KDX6	18189	nan
B0TD37	18189	nan
Q5FL65	18189	nan
B3W9A1	18189	nan
C4Z0G2	18189	nan
Q9CHM9	18189	nan
Q036T0	18189	nan
A9KMA3	18189	nan
Q890I8	18189	nan
Q1WSN1	18189	nan
Q2RH55	18189	nan
Q6KHP2	18189	nan
B2A6E4	18189	nan
B2J471	18189	nan
Q8ET54	18189	nan
Q7U7I2	18189	nan
A3PBY3	18189	nan
A2C167	18189	nan
A8G3X5	18189	nan
A2CAW5	18189	nan
A9BAW0	18189	nan
A2BVS2	18189	nan
Q31BS5	18189	nan
Q7VBP0	18189	nan
Q7V8F0	18189	nan
Q7V275	18189	nan
A2BQ90	18189	nan
Q46LU1	18189	nan
Q3K1K2	18189	nan
Q8E5V5	18189	nan
Q8E079	18189	nan
C0M712	18189	nan
A8AYH0	18189	nan
Q8CWX0	18189	nan
Q04KG5	18189	nan
B5E4N6	18189	nan
C1C7B7	18189	nan
B1IBR0	18189	nan
B8ZPW5	18189	nan
Q97QS5	18189	nan
B2IPY4	18189	nan
Q8DPS3	18189	nan
C0MH77	18189	nan
A3CM04	18189	nan
B9DRS8	18189	nan
C1CEB0	18189	nan
C1CKI7	18189	nan
C1CRM3	18189	nan
Q935Y7	18189	nan
Q5N1P1	18189	nan
A5GKI7	18189	nan
A5GT38	18189	nan
Q0I9Y8	18189	nan
Q3AVF9	18189	nan
Q3AKK1	18189	nan
P58395	18189	nan
Q72G68	18189	nan
Q5SMC5	18189	nan
Q8DKU2	18189	nan
Q113E3	18189	nan
A3DK82	12120	nan
A0LVY3	12120	nan
A0JWV0	12120	nan
A0RK86	12120	nan
Q81K83	12120	nan
Q72YJ4	12120	nan
P30522	12120	nan
A7GUA0	12120	nan
B9J2G7	12120	nan
Q816G7	12120	nan
Q632H2	12120	nan
Q6HC16	12120	nan
Q65FS5	12120	nan
A9VM89	12120	nan
P39122	12120	nan
B8DUN4	12120	nan
A1A1B4	12120	nan
B3DSC7	12120	nan
Q8G5Y5	12120	nan
B7GS87	12120	nan
Q97GX8	12120	nan
A6M331	12120	nan
B2V046	12120	nan
B2TR25	12120	nan
Q18A75	12120	nan
A5N2Y9	12120	nan
A0Q3I7	12120	nan
Q8XP97	12120	nan
Q0SWS5	12120	nan
C3PFJ1	12120	nan
Q6NHY8	12120	nan
Q8FQE4	12120	nan
A4QD83	12120	nan
Q8NRD4	12120	nan
Q4JUF1	12120	nan
C4LHU9	12120	nan
B1WT08	12120	nan
Q6AA20	12120	nan
B8HM61	12120	nan
C1CV18	12120	nan
Q1J021	12120	nan
Q9RTR7	12120	nan
B8G1G5	12120	nan
Q24VW5	12120	nan
A4J4I2	12120	nan
B1YK68	12120	nan
Q0RH38	12120	nan
Q2JCE9	12120	nan
A8KYU3	12120	nan
O08326	12120	nan
A4IS22	12120	nan
B7KDB8	12120	nan
Q9KDX4	12120	nan
B2GHR6	12120	nan
Q5FL67	12120	nan
B3W9A3	12120	nan
C4Z4L8	12120	nan
Q9CHN1	12120	nan
A2RMB7	12120	nan
Q030T6	12120	nan
Q036S8	12120	nan
Q890J0	12120	nan
Q6AF21	12120	nan
Q1WSM9	12120	nan
B1MLL3	12120	nan
P64242	12120	nan
A1KI01	12120	nan
C1AMK7	12120	nan
A4T8X4	12120	nan
B8ZQY9	12120	nan
Q9CCA8	12120	nan
Q6KHP5	12120	nan
B2HS55	12120	nan
Q73WU6	12120	nan
A0R2E1	12120	nan
Q1B4S9	12120	nan
A5U1R1	12120	nan
P9WN42	12120	nan
P9WN43	12120	nan
A0PVW7	12120	nan
A1TDM8	12120	nan
Q5YQG3	12120	nan
B2IUY3	12120	nan
P30521	12120	nan
Q8ET56	12120	nan
A1R6L8	12120	nan
B1XLF1	12120	nan
B8H8I4	12120	nan
C1A2N3	12120	nan
Q0S3Y4	12120	nan
C1AZL1	12120	nan
B7K5U7	12120	nan
Q9L385	12120	nan
Q3K1K4	12120	nan
Q8E5V7	12120	nan
Q8E080	12120	nan
Q826D9	12120	nan
P72394	12120	nan
A8AYH2	12120	nan
Q8DT53	12120	nan
Q04KG7	12120	nan
B5E4N4	12120	nan
C1C7B5	12120	nan
B1IBQ8	12120	nan
B8ZPW3	12120	nan
Q97QS7	12120	nan
B2IPY6	12120	nan
Q8DPS5	12120	nan
C0MH79	12120	nan
A3CM02	12120	nan
B9DRS6	12120	nan
C1CEA8	12120	nan
C1CKI5	12120	nan
C1CRM1	12120	nan
Q31QN4	12120	nan
Q5N3K9	12120	nan
A5GLA9	12120	nan
P52415	12120	nan
O52049	12120	nan
B9L1J9	12120	nan
Q72G72	12120	nan
Q5SMC1	12120	nan
Q3MBJ4	12120	nan
Q9L1K2	42692	nan
Q9KY04	42692	nan
D7BMJ2	42692	nan
C6A9K7	42692	nan
Q8G784	42692	nan
Q8NR39	42692	nan
D9Q7U8	42692	nan
P63532	42692	nan
Q9RP48	42692	nan
P9WQ16	42692	nan
P9WQ17	42692	nan
A0R2E2	50692	nan
P9WMZ0	50692	nan
P9WMZ1	50692	nan
P9WMY8	18549	nan
P9WMY9	18549	nan
P54495	17825	17826
Q9KCZ4	17825	nan
B2J224	17825	nan
P58616	17825	nan
Q56198	17825	nan
P0A4E1	17825	nan
P0A4E2	17825	nan
Q55855	17825	nan
Q3MEM9	17825	nan
P80077	12857	nan
Q05509	12857	nan
Q24SG9	12857	nan
B0C132	23424	nan
A3DEL6	23424	nan
A0LRQ7	23424	nan
A6TW06	23424	nan
A8MJD2	23424	nan
B7GIY9	23424	nan
A0JZ25	23424	nan
C3PAL5	23424	nan
C3LJZ1	23424	nan
A0R8M4	23424	nan
Q81VN7	23424	nan
B7JL64	23424	nan
Q73F50	23424	nan
B7ITV9	23424	nan
C1EU11	23424	nan
B7HJK3	23424	nan
B7HQZ0	23424	nan
A7GK66	23424	nan
B9J0F1	23424	nan
Q81J03	23424	nan
Q63H45	23424	nan
Q6HPL3	23424	nan
Q65P47	23424	nan
A9VPC3	23424	nan
A8F9E6	23424	nan
O34824	23424	nan
A7Z0V3	23424	nan
B8DWH9	23424	nan
A1A2Z2	23424	nan
B3DTC2	23424	nan
Q8G533	23424	nan
B7GUF2	23424	nan
C0ZIM8	23424	nan
B9MMU5	23424	nan
Q8R840	23424	nan
A4XH45	23424	nan
Q3AAK3	23424	nan
A5CU74	23424	nan
B0RB78	23424	nan
Q97LS0	23424	nan
A7FZ14	23424	nan
C3KVJ0	23424	nan
A6LPX0	23424	nan
B2UYH3	23424	nan
B2TIN7	23424	nan
A5I7E5	23424	nan
C1FMP0	23424	nan
B1IG08	23424	nan
A7GJ15	23424	nan
B1KSG4	23424	nan
Q18CL0	23424	nan
B9DYJ3	23424	nan
A5N4Y9	23424	nan
A0PXZ6	23424	nan
Q0TMX1	23424	nan
Q8XHZ5	23424	nan
Q0SQL7	23424	nan
Q890U1	23424	nan
C3PL50	23424	nan
Q6NJ50	23424	nan
Q8FS18	23424	nan
A4QBS5	23424	nan
Q8NST4	23424	nan
Q4JTD7	23424	nan
B1VEZ9	23424	nan
B1WR00	23424	nan
Q6A6T5	23424	nan
C1CWA3	23424	nan
Q1IXS5	23424	nan
Q9RSQ3	23424	nan
B1I1Y5	23424	nan
Q24NW7	23424	nan
A4J190	23424	nan
B1YH95	23424	nan
C4KZK4	23424	nan
B0S2Q1	23424	nan
Q0RRN7	23424	nan
Q2JFE2	23424	nan
A8LAZ9	23424	nan
Q5L3P1	23424	nan
A4IJN4	23424	nan
B7KL75	23424	nan
Q9KG46	23424	nan
B8D0U9	23424	nan
B0TCS1	23424	nan
A6W5X2	23424	nan
B2GJ26	23424	nan
Q5FL35	23424	nan
B3WD16	23424	nan
Q1GB12	23424	nan
Q04BF6	23424	nan
C4Z1Z8	23424	nan
Q042H3	23424	nan
A8YUF8	23424	nan
Q74K59	23424	nan
Q9CID9	23424	nan
A2RIG0	23424	nan
Q031P2	23424	nan
Q03AF8	23424	nan
A9KSW8	23424	nan
Q88YE8	23424	nan
Q38VX2	23424	nan
Q6AD28	23424	nan
B1N017	23424	nan
Q03VW4	23424	nan
Q03SJ3	23424	nan
Q1WSZ9	23424	nan
B2GAN5	23424	nan
A5VIK4	23424	nan
B2G638	23424	nan
Q929Q1	23424	nan
Q71XP5	23424	nan
Q8Y5E6	23424	nan
A0AKM3	23424	nan
B1HMT3	23424	nan
B9E9W9	23424	nan
B0JVZ6	23424	nan
Q2RGA6	23424	nan
A0QKT1	23424	nan
Q7TWH9	23424	nan
A1KPC8	23424	nan
C1AHQ0	23424	nan
A4TEL0	23424	nan
B8ZUC1	23424	nan
Q49869	23424	nan
B2HCZ2	23424	nan
Q73S29	23424	nan
A0QSQ1	23424	nan
A3PVN7	23424	nan
A1UC06	23424	nan
Q1BCY7	23424	nan
A5U8B7	23424	nan
P9WN40	23424	nan
P9WN41	23424	nan
A0PMD3	23424	nan
A1T554	23424	nan
B2A4R9	23424	nan
Q5Z1H8	23424	nan
A1SF29	23424	nan
B2J997	23424	nan
Q8YVS4	23424	nan
Q8ETM7	23424	nan
A1R8Q0	23424	nan
Q7U9H6	23424	nan
Q03GV0	23424	nan
A5D4W7	23424	nan
B1XP15	23424	nan
A3PAW2	23424	nan
A8G2Q0	23424	nan
A2CCG3	23424	nan
A2BUM2	23424	nan
Q31CU1	23424	nan
Q7VDU7	23424	nan
Q7V4W4	23424	nan
Q7V349	23424	nan
A2BP40	23424	nan
B8HCH4	23424	nan
A9WMF8	23424	nan
C0ZW79	23424	nan
Q0S3D6	23424	nan
C1B058	23424	nan
B7JYN0	23424	nan
Q1AU65	23424	nan
B8I0I6	23424	nan
A4FPG9	23424	nan
A8M4B8	23424	nan
A4XBI5	23424	nan
Q5WLG9	23424	nan
A7X524	23424	nan
A6U3P1	23424	nan
Q2FEX1	23424	nan
P0C0V7	23424	nan
A5IUV1	23424	nan
Q2YYE6	23424	nan
Q5HE43	23424	nan
A6QJ02	23424	nan
P65704	23424	nan
P99087	23424	nan
Q6GER6	23424	nan
Q6G7F2	23424	nan
A8YYC6	23424	nan
P65705	23424	nan
B9DM98	23424	nan
Q5HM67	23424	nan
Q8CNH0	23424	nan
Q4L837	23424	nan
Q49ZA7	23424	nan
Q3K1H1	23424	nan
Q8E5S6	23424	nan
Q8E049	23424	nan
Q82DL7	23424	nan
Q53876	23424	nan
C0M9C4	23424	nan
B4U3I6	23424	nan
A8AWM5	23424	nan
B1W3X3	23424	nan
Q8DTC6	23424	nan
Q99ZW8	23424	nan
Q04JI8	23424	nan
P0DB38	23424	nan
B5E6K3	23424	nan
Q5XCE0	23424	nan
C1C8F1	23424	nan
Q8P179	23424	nan
Q1JC19	23424	nan
Q1JM03	23424	nan
Q1JH49	23424	nan
Q1J6W8	23424	nan
A2REP8	23424	nan
B1ICY0	23424	nan
B8ZLM2	23424	nan
Q48TV1	23424	nan
Q97PP4	23424	nan
P0DB39	23424	nan
B2IR78	23424	nan
Q8DP16	23424	nan
A4W2Q0	23424	nan
C0MDT1	23424	nan
A3CM30	23424	nan
A4VWE5	23424	nan
Q5LZA7	23424	nan
Q5M3V8	23424	nan
Q03K54	23424	nan
B9DSE8	23424	nan
C1CFE3	23424	nan
C1CLQ9	23424	nan
C1CSI0	23424	nan
Q67T14	23424	nan
Q31LA7	23424	nan
Q5N0M0	23424	nan
A5GII9	23424	nan
A5GW63	23424	nan
Q0IDB3	23424	nan
Q3AW32	23424	nan
Q3AMX9	23424	nan
Q0AV62	23424	nan
P73648	23424	nan
Q47LM7	23424	nan
B0KD39	23424	nan
B0K5X4	23424	nan
Q72JS7	23424	nan
Q5SMH2	23424	nan
Q8DI20	23424	nan
Q116W4	23424	nan
Q3M6L2	23424	nan
Q83NS5	23424	nan
Q83GU5	23424	nan
Q81VN5	13237	nan
Q73F49	13237	nan
Q81J01	13237	nan
Q6HPL2	13237	nan
Q65P46	13237	nan
E0U070	13237	nan
P0CI73	13237	nan
Q8R841	13237	nan
Q97MN6	13237	nan
Q8XHZ7	13237	nan
Q890U2	13237	nan
Q6NG33	13237	nan
Q8FNH2	13237	nan
Q8NND3	13237	nan
Q5L3P0	13237	nan
Q7NIG8	13237	nan
Q9KG45	13237	nan
Q9CGT6	13237	nan
Q88YE7	13237	nan
Q6AD32	13237	nan
Q92DS8	13237	nan
Q722H1	13237	nan
Q8Y915	13237	nan
P0A589	13237	nan
P40831	13237	nan
Q73S23	13237	nan
O68956	13237	nan
P9WN48	13237	nan
P9WN49	13237	nan
O68280	13237	nan
Q8ETM5	13237	nan
Q5WLG7	13237	nan
Q5HE49	13237	nan
P64227	13237	nan
P64228	13237	nan
Q6GES3	13237	nan
Q6G7F8	13237	nan
Q8NVE6	13237	nan
Q5HM69	13237	nan
Q8CRL1	13237	nan
Q8E5P8	13237	nan
Q8DZZ7	13237	nan
O86781	13237	nan
Q8DTY0	13237	nan
Q99ZD3	13237	nan
P0DB32	13237	nan
Q5XBV6	13237	nan
Q8P0S7	13237	nan
Q97SQ9	13237	nan
P0DB33	13237	nan
Q8DRA8	13237	nan
Q67T12	13237	nan
P72720	13237	nan
Q72HF4	13237	nan
Q56213	13237	nan
Q8DJI6	13237	nan
Q83IA1	13237	nan
Q83FU2	13237	nan
B0C3K5	13725	nan
B0C3K5	13509	nan
A3DIP9	13725	nan
A3DIP9	13509	nan
A9NH16	13725	nan
A9NH16	13509	nan
A6TJM5	13725	nan
A6TJM5	13509	nan
A8MK45	13725	nan
A8MK45	13509	nan
C3P9J5	13725	nan
C3P9J5	13509	nan
C3LJ22	13725	nan
C3LJ22	13509	nan
A0R8C1	13725	nan
A0R8C1	13509	nan
Q81VZ1	13725	nan
Q81VZ1	13509	nan
B7JK56	13725	nan
B7JK56	13509	nan
Q73FF9	13725	nan
Q73FF9	13509	nan
B7ISV9	13725	nan
B7ISV9	13509	nan
C1ESX9	13725	nan
C1ESX9	13509	nan
B7HIL7	13725	nan
B7HIL7	13509	nan
B7HPW0	13725	nan
B7HPW0	13509	nan
P42817	13725	nan
P42817	13509	nan
A7GJW1	13725	nan
A7GJW1	13509	nan
B9IZD2	13725	nan
B9IZD2	13509	nan
Q81J98	13725	nan
Q81J98	13509	nan
Q63HI4	13725	nan
Q63HI4	13509	nan
Q6HPW8	13725	nan
Q6HPW8	13509	nan
Q65PH1	13725	nan
Q65PH1	13509	nan
A9VN62	13725	nan
A9VN62	13509	nan
P14192	13725	nan
P14192	13509	nan
A7Z0H3	13725	nan
A7Z0H3	13509	nan
B8DU78	13725	nan
B8DU78	13509	nan
A1A1R9	13725	nan
A1A1R9	13509	nan
B3DSP5	13725	nan
B3DSP5	13509	nan
Q8G5P1	13725	nan
Q8G5P1	13509	nan
B7GSX2	13725	nan
B7GSX2	13509	nan
C0ZHD4	13725	nan
C0ZHD4	13509	nan
Q8R752	13725	nan
Q8R752	13509	nan
A4XIS1	13725	nan
A4XIS1	13509	nan
Q3AFM0	13725	nan
Q3AFM0	13509	nan
B0RHI9	13725	nan
B0RHI9	13509	nan
Q97E92	13725	nan
Q97E92	13509	nan
A7FPK2	13725	nan
A7FPK2	13509	nan
C3KWA1	13725	nan
C3KWA1	13509	nan
A6LPJ1	13725	nan
A6LPJ1	13509	nan
B2UXS6	13725	nan
B2UXS6	13509	nan
B2TI07	13725	nan
B2TI07	13509	nan
A5I7S0	13725	nan
A5I7S0	13509	nan
C1FNF1	13725	nan
C1FNF1	13509	nan
B1IH02	13725	nan
B1IH02	13509	nan
A7GJD9	13725	nan
A7GJD9	13509	nan
B1KTE7	13725	nan
B1KTE7	13509	nan
Q181B4	13725	nan
Q181B4	13509	nan
B9DY47	13725	nan
B9DY47	13509	nan
A5N4I5	13725	nan
A5N4I5	13509	nan
A0PXK8	13725	nan
A0PXK8	13509	nan
Q0TMG3	13725	nan
Q0TMG3	13509	nan
Q8XHJ3	13725	nan
Q8XHJ3	13509	nan
Q0SQ61	13725	nan
Q0SQ61	13509	nan
Q899I9	13725	nan
Q899I9	13509	nan
C3PF87	13725	nan
C3PF87	13509	nan
Q6NI74	13725	nan
Q6NI74	13509	nan
Q8FQV1	13725	nan
Q8FQV1	13509	nan
A4QCS3	13725	nan
A4QCS3	13509	nan
Q8NRU8	13725	nan
Q8NRU8	13509	nan
Q4JU42	13725	nan
Q4JU42	13509	nan
Q6AAD3	13725	nan
Q6AAD3	13509	nan
B8HXB5	13725	nan
B8HXB5	13509	nan
Q1IWX3	13725	nan
Q1IWX3	13509	nan
Q9RW61	13725	nan
Q9RW61	13509	nan
B1I194	13725	nan
B1I194	13509	nan
B8FY55	13725	nan
B8FY55	13509	nan
Q251V1	13725	nan
Q251V1	13509	nan
A4J0P6	13725	nan
A4J0P6	13509	nan
Q839U1	13725	nan
Q839U1	13509	nan
B1YGP5	13725	nan
B1YGP5	13509	nan
C4KZV1	13725	nan
C4KZV1	13509	nan
Q2J5Y1	13725	nan
Q2J5Y1	13509	nan
Q5L3V0	13725	nan
Q5L3V0	13509	nan
C5D371	13725	nan
C5D371	13509	nan
A4IJC6	13725	nan
A4IJC6	13509	nan
B7KIE0	13725	nan
B7KIE0	13509	nan
Q7NNG8	13725	nan
Q7NNG8	13509	nan
Q9KGJ6	13725	nan
Q9KGJ6	13509	nan
B0TBA0	13725	nan
B0TBA0	13509	nan
A6W6V0	13725	nan
A6W6V0	13509	nan
Q5FMG0	13725	nan
Q5FMG0	13509	nan
Q1GBQ8	13725	nan
Q1GBQ8	13509	nan
Q04C57	13725	nan
Q04C57	13509	nan
Q046K2	13725	nan
Q046K2	13509	nan
A8YX58	13725	nan
A8YX58	13509	nan
Q74LH7	13725	nan
Q74LH7	13509	nan
Q9CEF8	13725	nan
Q9CEF8	13509	nan
A2RMV7	13725	nan
A2RMV7	13509	nan
Q02WW6	13725	nan
Q02WW6	13509	nan
Q88Z86	13725	nan
Q88Z86	13509	nan
Q38V29	13725	nan
Q38V29	13509	nan
Q6ADP6	13725	nan
Q6ADP6	13509	nan
Q03T39	13725	nan
Q03T39	13509	nan
Q1WV55	13725	nan
Q1WV55	13509	nan
B2GFE2	13725	nan
B2GFE2	13509	nan
A5VI16	13725	nan
A5VI16	13509	nan
B2G5J5	13725	nan
B2G5J5	13509	nan
Q92F69	13725	nan
Q92F69	13509	nan
C1KYD1	13725	nan
C1KYD1	13509	nan
Q724L5	13725	nan
Q724L5	13509	nan
B8DGM7	13725	nan
B8DGM7	13509	nan
Q8YAD4	13725	nan
Q8YAD4	13509	nan
A0AF03	13725	nan
A0AF03	13509	nan
B0JJ82	13725	nan
B0JJ82	13509	nan
C5C9D1	13725	nan
C5C9D1	13509	nan
Q2RMC5	13725	nan
Q2RMC5	13509	nan
A0QBW9	13725	nan
A0QBW9	13509	nan
Q7VF00	13725	nan
Q7VF00	13509	nan
A1KHF6	13725	nan
A1KHF6	13509	nan
C1AM09	13725	nan
C1AM09	13509	nan
A4T6M7	13725	nan
A4T6M7	13509	nan
B8ZU67	13725	nan
B8ZU67	13509	nan
Q9CD44	13725	nan
Q9CD44	13509	nan
B2HDJ0	13725	nan
B2HDJ0	13509	nan
Q741V3	13725	nan
Q741V3	13509	nan
A0R3C7	13725	nan
A0R3C7	13509	nan
A3Q5G5	13725	nan
A3Q5G5	13509	nan
A1UL17	13725	nan
A1UL17	13509	nan
Q1B431	13725	nan
Q1B431	13509	nan
A5U161	13725	nan
A5U161	13509	nan
P9WMN2	13725	nan
P9WMN2	13509	nan
P9WMN3	13725	nan
P9WMN3	13509	nan
A0PW60	13725	nan
A0PW60	13509	nan
A1TEF5	13725	nan
A1TEF5	13509	nan
Q5YQ11	13725	nan
Q5YQ11	13509	nan
B2IU73	13725	nan
B2IU73	13509	nan
Q8YQB2	13725	nan
Q8YQB2	13509	nan
Q8CXP9	13725	nan
Q8CXP9	13509	nan
Q04DS4	13725	nan
Q04DS4	13509	nan
A1R4G1	13725	nan
A1R4G1	13509	nan
Q7U7I0	13725	nan
Q7U7I0	13509	nan
Q03HD2	13725	nan
Q03HD2	13509	nan
A5D662	13725	nan
A5D662	13509	nan
B1XLT6	13725	nan
B1XLT6	13509	nan
P28017	13725	nan
P28017	13509	nan
A3PBY5	13725	nan
A3PBY5	13509	nan
A8G3X7	13725	nan
A8G3X7	13509	nan
A9BAV8	13725	nan
A9BAV8	13509	nan
A2BVS4	13725	nan
A2BVS4	13509	nan
Q31BS3	13725	nan
Q31BS3	13509	nan
Q7VBP2	13725	nan
Q7VBP2	13509	nan
Q7V8F2	13725	nan
Q7V8F2	13509	nan
Q7V274	13725	nan
Q7V274	13509	nan
A2BQ92	13725	nan
A2BQ92	13509	nan
Q46LT9	13725	nan
Q46LT9	13509	nan
B8HFD9	13725	nan
B8HFD9	13509	nan
Q0S4N3	13725	nan
Q0S4N3	13509	nan
C1AY41	13725	nan
C1AY41	13509	nan
B7JVE8	13725	nan
B7JVE8	13509	nan
Q1AXL7	13725	nan
Q1AXL7	13509	nan
Q5WAD9	13725	nan
Q5WAD9	13509	nan
Q2FJE2	13725	nan
Q2FJE2	13509	nan
Q2G0S3	13725	nan
Q2G0S3	13509	nan
Q2YVU6	13725	nan
Q2YVU6	13509	nan
Q5HIH6	13725	nan
Q5HIH6	13509	nan
Q99WA4	13725	nan
Q99WA4	13509	nan
Q7A7B4	13725	nan
Q7A7B4	13509	nan
Q6GJH2	13725	nan
Q6GJH2	13509	nan
Q6GBY9	13725	nan
Q6GBY9	13509	nan
Q8NXZ7	13725	nan
Q8NXZ7	13509	nan
B9DLD6	13725	nan
B9DLD6	13509	nan
Q937Z1	13725	nan
Q937Z1	13509	nan
Q5HRQ6	13725	nan
Q5HRQ6	13509	nan
Q8CMT0	13725	nan
Q8CMT0	13509	nan
Q4L3F6	13725	nan
Q4L3F6	13509	nan
Q49V08	13725	nan
Q49V08	13509	nan
Q3JZY6	13725	nan
Q3JZY6	13509	nan
Q8E409	13725	nan
Q8E409	13509	nan
Q8DYE6	13725	nan
Q8DYE6	13509	nan
Q82HE8	13725	nan
Q82HE8	13509	nan
Q8CJX6	13725	nan
Q8CJX6	13509	nan
Q8GQP7	13725	nan
Q8GQP7	13509	nan
A8AY88	13725	nan
A8AY88	13509	nan
B1VUI7	13725	nan
B1VUI7	13509	nan
Q8DSX2	13725	nan
Q8DSX2	13509	nan
Q9A163	13725	nan
Q9A163	13509	nan
Q04KU2	13725	nan
Q04KU2	13509	nan
P0DB62	13725	nan
P0DB62	13509	nan
B5E4A8	13725	nan
B5E4A8	13509	nan
Q5XDJ2	13725	nan
Q5XDJ2	13509	nan
C1C6W6	13725	nan
C1C6W6	13509	nan
Q8P286	13725	nan
Q8P286	13509	nan
Q1JD75	13725	nan
Q1JD75	13509	nan
Q1JN46	13725	nan
Q1JN46	13509	nan
Q1J847	13725	nan
Q1J847	13509	nan
A2RG45	13725	nan
A2RG45	13509	nan
B1IBE8	13725	nan
B1IBE8	13509	nan
Q48UZ1	13725	nan
Q48UZ1	13509	nan
Q97R46	13725	nan
Q97R46	13509	nan
P0DB63	13725	nan
P0DB63	13509	nan
B5XK49	13725	nan
B5XK49	13509	nan
Q8DQ18	13725	nan
Q8DQ18	13509	nan
A4W313	13725	nan
A4W313	13509	nan
A3CPC4	13725	nan
A3CPC4	13509	nan
A4VWR1	13725	nan
A4VWR1	13509	nan
Q5M0U2	13725	nan
Q5M0U2	13509	nan
Q5M5C8	13725	nan
Q5M5C8	13509	nan
Q03LQ1	13725	nan
Q03LQ1	13509	nan
B9DRD5	13725	nan
B9DRD5	13509	nan
C1CDY3	13725	nan
C1CDY3	13509	nan
C1CRR4	13725	nan
C1CRR4	13509	nan
Q67JC8	13725	nan
Q67JC8	13509	nan
Q31RJ9	13725	nan
Q31RJ9	13509	nan
Q2JVA4	13725	nan
Q2JVA4	13509	nan
Q2JII9	13725	nan
Q2JII9	13509	nan
Q5N2Q6	13725	nan
Q5N2Q6	13509	nan
A5GT42	13725	nan
A5GT42	13509	nan
Q0I9Y4	13725	nan
Q0I9Y4	13509	nan
Q3AVF3	13725	nan
Q3AVF3	13509	nan
Q3AKJ8	13725	nan
Q3AKJ8	13509	nan
Q0B0S9	13725	nan
Q0B0S9	13509	nan
Q55504	13725	nan
Q55504	13509	nan
Q47SW5	13725	nan
Q47SW5	13509	nan
B0KBF5	13725	nan
B0KBF5	13509	nan
Q72LP1	13725	nan
Q72LP1	13509	nan
